artistName,trackID,trackName,rank,streams,frequency,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,isrc,spotifyArtistID,releaseDate,daysSinceRelease,spotifyFollowers,mbid,artistCountry,indicator,spotify_followers,weeks_since_release
the beatles,4DRBaZ760gyk7LWnaJFqsJ,I Want To Hold Your Hand - Remastered 2015,194,614298,1,49,0.715,7,-5.549,0.0476,0.386,0,0.311,0.874,130.726,145747,4,GBUM71505904,3WrFJ7ztbogyGnTHbHJFl2,24.12.2015,465,3021947,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1,3.021947,66.4285714285714
judy garland,4eqne0oIdt9GW2ubiliny0,Have Yourself A Merry Little Christmas - \Meet Me In St. Louis\ Original Cast Recording,156,1160693,1,27.3,0.161,6,-16.091,0.0357,0.961,0.000905,0.112,0.109,64.16,162200,4,USMC14447439,0hItVPjwJLVZrFqOyIsxPf,27.08.2007,1000,37661,b9348d59-b91b-423f-847b-8db155a0653b,US,1,0.037661,142.857142857143
the weeknd,4F7A0DXBrmUAkp32uenhZt,Party Monster,3,9607761,16,58.5,0.612,1,-8.341,0.0806,0.181,0.0000103,0.293,0.173,77.487,249213,4,USUG11600997,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,18.2857142857143
one direction,4fLTtg48X0QtKrj0Jv8I3v,Hey Angel,53,1987028,2,52.3,0.883,8,-2.956,0.0365,0.0202,0,0.116,0.358,92.215,240000,4,GBHMU1500103,4AK6F7OLvEQ5QYCBNiQWHq,13.11.2015,506,6272876,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,GB,1,6.272876,72.2857142857143
omi,4fTHdMTq0Znl3djLI1Typn,Cheerleader - Felix Jaehn Remix Radio Edit,2,4757255,9,82.7,0.576,4,-7.774,0.0372,0.184,0.029,0.0656,0.385,118.04,180021,4,USUS11202574,5MouCg6ta7zAxsfMEbc1uh,20.05.2014,1000,318786,33e6ded6-22cc-447e-aefa-9a7a6ba81b6b,JM,1,0.318786,142.857142857143
coldplay,4fzyvSu73BhGvi96p2zwjL,Christmas Lights,199,687625,1,31.2,0.418,7,-9.146,0.0296,0.131,0.000679,0.0836,0.229,130.795,242496,4,GBAYE1001401,4gzpq5DPGxSnKTe4SA8HAU,01.12.2010,1000,7041441,cc197bad-dc9c-440d-a5b5-d52ba2e14234,GB,1,7.041441,142.857142857143
luke combs,4gHDOASpAaGG9eitQZP1bQ,Hurricane,190,1152482,1,44.4,0.821,10,-5.91,0.0416,0.0186,0.00000309,0.182,0.451,151.948,224293,4,TCACJ1540988,718COspgdWOnwOFpJHRZHS,21.10.2016,163,33333,c20ee61f-071f-4e65-9c81-45ee931a54ce,0,1,0.033333,23.2857142857143
the weeknd,4h90qkbnW1Qq6pBhoPvwko,Sidewalks,7,6270879,16,54.2,0.727,1,-5.268,0.0849,0.135,0,0.328,0.568,150.098,231360,4,USUG11601003,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,18.2857142857143
billy currington,4iLPK8QnOvqm0Azbsk2GDn,Don't It,127,665013,7,57.3,0.824,1,-4.443,0.0373,0.0484,0,0.335,0.654,90.966,188999,4,USUM71414074,1By9QBFnjZAoI83BZppHlt,02.06.2015,670,313564,dbf94c49-0dd9-4f72-85d5-f548beb453f6,US,1,0.313564,95.7142857142857
frank ocean,4Jle0Cjj88YkM7jbAjiFjf,Nights,132,1169419,2,45.7,0.553,5,-9.345,0.162,0.418,0.00000122,0.113,0.44,89.905,307151,4,QZ5C81600009,2h93pZq0e7k5yf4dywlkpM,0,,1975368,e520459c-dff4-491d-a6e4-c97be35e0044,0,1,1.975368,
migos,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),1,11466629,7,92.7,0.665,11,-5.313,0.244,0.061,0,0.123,0.166,127.076,343150,4,QMCE31600796,6oMuImdp5ZcFhWP0ESe6mG,28.10.2016,156,1004150,0221734a-35a8-40f7-b5c5-2f61a200bc7c,0,1,1.00415,22.2857142857143
justin bieber,4kP50JQmyFrl9pLSmnFPZr,All In It,55,1970260,5,35.6,0.707,5,-7.546,0.099,0.5,0.0000436,0.232,0.506,136.25,231413,5,USUM71516773,1uNFoZAHBGtllmzznpCI3s,13.11.2015,506,8714101,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,1,8.714101,72.2857142857143
jon pardi,4ly1QBXEwYoDmje9rmEgC4,Head Over Boots,135,1052490,9,55.7,0.676,7,-4.457,0.027,0.0661,0,0.0871,0.662,108.016,202347,4,USUM71512012,4MoAOfV4ROWofLG3a3hhBN,04.09.2015,576,91074,ad590765-191c-4c07-9d64-49633488e9a8,0,1,0.091074,82.2857142857143
drake,4MSjMv3kpbLEeyGfIh52qH,U With Me?,39,3140661,12,41.9,0.414,6,-11.448,0.132,0.363,0.000011,0.141,0.134,79.542,297373,4,USCM51600065,3TVXtAsR1Inumwj472S9r4,06.05.2016,331,9339020,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.33902,47.2857142857143
the weeknd,4mU5iXHeLgbR94siF7p1sY,Six Feet Under,8,5750441,16,76.8,0.485,6,-8.435,0.0825,0.102,0,0.128,0.276,140.016,237573,4,USUG11601004,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,18.2857142857143
usher,4ncreAEEKaUloPyxO4Ho7Q,Rivals,193,879053,1,47,0.45,4,-7.34,0.159,0.209,0,0.208,0.319,87.737,228556,4,USRC11601159,23zg3TcAtWQy7J6upgbUnj,02.09.2016,212,3306878,ca2bdfe4-c53a-4ffe-b233-7d23d413428f,0,1,3.306878,30.2857142857143
nick jonas,4nDfc6F2uVcc6wdG7kBzWO,Bom Bidi Bom,159,1335045,2,46.8,0.515,6,-6.578,0.0665,0.145,0,0.132,0.186,86.21,214760,4,USQ4E1602591,4Rxn7Im3LGfyRkY2FlHhWi,10.02.2017,51,1033241,d7baf435-0df0-4227-9b8f-aa1d8681988b,US,1,1.033241,7.28571428571429
sam smith,4oWmroatZtMmlgc3havMrv,Writing's On The Wall,100,953226,2,37.2,0.305,5,-8.189,0.0289,0.747,0.0000019,0.0908,0.0871,86.743,278987,3,GBUM71505354,2wY79sveU1sp5g7SokKOiI,25.09.2015,555,3097876,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,GB,1,3.097876,79.2857142857143
dj snake,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,3,7629450,32,47.6,0.718,8,-5.309,0.0576,0.0784,0.0000102,0.122,0.143,199.864,205947,4,QMZSY1600015,540vIaP2JwjQb9dm3aArA4,05.08.2016,240,1024818,31445b1e-96f3-4c7f-84ec-dd02e647e690,FR,1,1.024818,34.2857142857143
ariana grande,4pLwZjInHj3SimIyN9SnOz,Side To Side,6,5802786,32,64.8,0.738,6,-5.883,0.247,0.0408,0,0.292,0.606,159.145,226160,4,USUM71602107,66CXWjxzNUsdJxJ2JdwvnR,20.05.2016,317,5782081,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,US,1,5.782081,45.2857142857143
tim mcgraw,4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,167,903861,19,47.1,0.489,11,-7.252,0.0263,0.709,0.00000145,0.12,0.181,151.454,259267,3,USCJY1518469,6roFdX1y5BYSbp60OTJWMd,30.10.2015,520,829365,7e5cfc9a-e9e1-46f1-b81a-861b12049488,US,1,0.829365,74.2857142857143
future,4Q9vx0KwTiOMaRjOZkaxst,My Collection,81,2053813,1,69.7,0.459,8,-8.498,0.448,0.729,0.00000835,0.0971,0.407,80.085,255556,4,USSM11701718,1RyvyyTE3xzB2ZywiAwp0i,24.02.2017,37,2423205,48262e82-db9f-4a92-b650-dfef979b73ec,0,1,2.423205,5.28571428571429
logic,4QRWA5UqYU1st9aO0UfxOj,Fade Away,96,1102259,4,48.8,0.774,6,-2.763,0.252,0.263,0.00104,0.296,0.522,74.893,287400,4,USUM71516260,4xRYI6VqpkE3UwrDrAZL8L,13.11.2015,506,941266,713e751f-3ddb-4b77-b3b1-9e6f2e953ad5,US,1,0.941266,72.2857142857143
the weeknd,4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,6,6168657,15,76.9,0.813,0,-5.9,0.143,0.429,0,0.0952,0.567,92.985,269187,4,USUG11601012,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,18.2857142857143
the weeknd,4RhGCDt69efGdC1SxJRI5r,Party Monster,9,5166287,1,58.9,0.622,1,-8.295,0.0766,0.19,0.000031,0.164,0.189,77.497,251813,4,USUG11600997,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,18.2857142857143
adele,4sPmO7WMQUAf45kwMOtONw,Hello,107,1286659,23,48.1,0.451,5,-6.095,0.0347,0.336,0,0.0872,0.287,157.966,295493,4,GBBKS1500214,4dpARuHxo51G3z768sgnrY,20.11.2015,499,6023385,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,GB,1,6.023385,71.2857142857143
partynextdoor,4SXZRbnd5oBMRjvwLr0FkZ,Only U,176,902408,1,37,0.786,0,-6.749,0.134,0.306,0,0.243,0.775,65.568,175212,3,USWB11601396,2HPaUgqeutzr3jx5a9WyDV,12.08.2016,233,619022,f23ef341-33bd-47c1-b83c-846a78581f05,0,1,0.619022,33.2857142857143
fifth harmony,4tCtwWceOPWzenK2HAIJSb,Work from Home,7,6162190,42,80.3,0.585,8,-5.861,0.0432,0.103,0.00000394,0.0644,0.588,105.017,214480,4,USSM11600251,1l8Fu6IkuTP0U5QetQJ5Xt,27.05.2016,310,2223586,e565610b-9a8f-451d-b594-ea658d76f725,US,1,2.223586,44.2857142857143
mykola dmytrovych leontovych,4tHqQMWSqmL6YjXwsqthDI,Carol of the Bells,133,1314024,2,41.8,0.106,8,-22.507,0.0448,0.994,0.0292,0.179,0.811,46.718,85267,4,USSM19912814,6lBN3Tzt61u8i9AJoAhKzF,23.10.2015,527,260,02861daf-f923-49fb-90e3-3ec44a600433,UA,1,0.00026,75.2857142857143
kelsea ballerini,4Uk3sHSRuKx7Z5cS0jlpZg,Peter Pan,143,987627,10,52.8,0.626,1,-7.22,0.0285,0.0308,0,0.215,0.473,76.482,200029,4,USS9T1500010,3RqBeV12Tt7A8xH3zBDDUF,18.05.2015,685,115223,779d1126-e48c-43f2-8b51-005f3b116d7e,0,1,0.115223,97.8571428571429
dj khaled,4VJ7mnW4wjjIgPBM6KWvPu,Do You Mind,167,998874,3,41.2,0.548,10,-6.981,0.243,0.0173,0,0.181,0.169,81.293,325615,4,USSM11605482,0QHgL1lAIqAw0HtD7YldmP,05.08.2016,240,851422,081a2d60-9791-4e05-a075-f1890355eeee,US,1,0.851422,34.2857142857143
dj drama,4vNeJ6DoAlTPzoYO9W4mJH,"Wishing (feat. Chris Brown, Skeme & Lyquin)",155,957181,7,47.7,0.647,3,-4.657,0.343,0.0872,0,0.119,0.562,109.879,252307,4,USKO11600798,5oNgAs7j5XcBMzWv3HAnHG,06.05.2016,331,184807,4da89b5e-7de6-4a8a-be98-9457eddc8e4c,0,1,0.184807,47.2857142857143
sia,4VrWlk8IQxevMvERoX08iC,Chandelier,105,985640,44,39.9,0.787,1,-2.88,0.0499,0.0197,0.0000607,0.0685,0.574,117.089,216120,5,USRC11400498,5WUlDfRSoLAfcVSX1WnrxN,02.05.2014,1000,3462835,2f548675-008d-4332-876c-108b0c7ab9c5,AU,1,3.462835,142.857142857143
bon iver,4VZM71F8XAoLRuNyNLxwWS,29 #Strafford APTS,125,1161542,1,30.4,0.229,4,-14.678,0.033,0.971,0.408,0.109,0.15,80.118,245200,4,US38Y1630005,4LEiUm1SRbFMgfqnQTwUbQ,30.09.2016,184,1601317,437a0e49-c6ae-42f6-a6c1-84f25ed366bc,US,1,1.601317,26.2857142857143
major lazer,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),4,4113837,72,72.3,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.271,98.007,176561,4,QMUY41500008,738wLrAtLtCtFOLvQBXOXp,02.03.2015,762,1714874,75be165a-ad83-4d12-bd28-f589a15c479f,0,1,1.714874,108.857142857143
lana del rey,4X5zaUdlRhvBWYnyQIKmH8,Honeymoon,177,641794,1,19.5,0.276,5,-13.328,0.0368,0.951,0.00715,0.111,0.156,88.866,350059,3,GBUM71503922,00FQb4jTyendYWaN8pK0wa,07.09.2015,573,4800328,b7539c32-53e7-4908-bda3-81449c367da6,US,1,4.800328,81.8571428571429
tori kelly,4XbQLaWyFkXTwPK33kxWQJ,I Was Made For Loving You,180,545387,1,41.4,0.345,2,-11.931,0.0298,0.313,0,0.0959,0.193,108.289,188939,3,USUM71505913,1vSN1fsvrzpbttOYGsliDr,16.10.2015,534,644407,e4b87494-a5eb-439d-b3bf-5f1b46d4dc6b,0,1,0.644407,76.2857142857143
lana del rey,4xIzFwbnxTAZRrPnIUm4y2,Music To Watch Boys To,85,969067,1,40.4,0.489,1,-8.049,0.036,0.717,0.000331,0.251,0.133,131.558,290626,4,GBUM71502979,00FQb4jTyendYWaN8pK0wa,11.09.2015,569,4800328,b7539c32-53e7-4908-bda3-81449c367da6,US,1,4.800328,81.2857142857143
pentatonix,4z8sz6E4YyFuEkv5o7IJni,"Mary, Did You Know?",144,1333925,4,49.7,0.312,11,-9.088,0.0269,0.302,0,0.0968,0.179,105.036,203373,4,USRC11402151,26AHtbjWKiwYzsoGoUZq53,30.10.2015,520,1421286,79c67eb5-3851-4b28-bfe0-3adfcd6f58d7,US,1,1.421286,74.2857142857143
g-eazy,4zRdmcE23a3LTVBTH1TtlP,Drifting,114,939470,2,52.3,0.757,6,-6.772,0.138,0.00199,0,0.3,0.375,134.828,273253,4,USRC11502862,02kJSzxNuaWGqwubyUba0Z,20.11.2015,499,1789341,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,US,1,1.789341,71.2857142857143
travis scott,51EC3I1nQXpec4gDk0mQyP,90210,123,788158,2,40.2,0.526,9,-6.741,0.0904,0.113,0.00000833,0.105,0.295,81.404,339067,4,USSM11506731,0Y5tJX1MQlPlqiwlOH1tJY,04.09.2015,576,852864,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,US,1,0.852864,82.2857142857143
shawn mendes,53B2XmmjJ9rriW1qciMBeX,Treat You Better,11,4851395,16,45,0.825,10,-4.066,0.372,0.121,0,0.109,0.738,82.823,187973,4,USUM71604711,7n2wHs1TKAczGzO7Dd2rGr,23.09.2016,191,2944964,b7d92248-97e3-4450-8057-6fe06738f735,CA,1,2.944964,27.2857142857143
pentatonix,550rQQCGkrTzvp4SfpOPzx,Hallelujah,77,1877395,5,32.1,0.377,10,-7.385,0.0361,0.454,0,0.338,0.355,119.483,268960,4,USRC11601833,26AHtbjWKiwYzsoGoUZq53,21.10.2016,163,1421286,79c67eb5-3851-4b28-bfe0-3adfcd6f58d7,US,1,1.421286,23.2857142857143
machine gun kelly,56cswAa9WdFBsjsTyPBAKA,Bad Things - With Camila Cabello,7,5408324,15,67.4,0.694,2,-4.739,0.129,0.223,0,0.183,0.255,137.839,239280,4,USUM71609854,6TIYQ3jFPwQSRmorSezPxX,14.10.2016,170,669466,f6af669a-56ea-448a-a044-de76181ada33,0,1,0.669466,24.2857142857143
meek mill,57hCSu4zMTdnSum7NBL1Ye,Lord Knows (feat. Tory Lanez),62,1017254,3,43.4,0.695,10,-7.464,0.485,0.0168,0,0.834,0.163,167.309,318840,4,USAT21501691,20sxb77xiYeusSH8cVdatc,29.06.2015,643,853359,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,US,1,0.853359,91.8571428571429
dj snake,57kR5SniQIbsbVoIjjOUDa,You Know You Like It,10,2809177,1,42.6,0.722,5,-5.369,0.196,0.0113,0.00000127,0.262,0.235,196.133,247267,4,USUM71414293,540vIaP2JwjQb9dm3aArA4,08.12.2014,846,1024818,31445b1e-96f3-4c7f-84ec-dd02e647e690,FR,1,1.024818,120.857142857143
michael bublé,5a1iz510sv2W9Dt1MvFd5R,It's Beginning To Look A Lot Like Christmas,29,2185227,10,35,0.232,4,-11.042,0.0331,0.907,0.00000921,0.292,0.381,93.269,206347,3,USRE11100700,1GxkXlMwML1oSg5eLPiAz3,14.10.2011,1000,1964695,611700cf-27f0-4dc9-ae80-c513a767853e,CA,1,1.964695,142.857142857143
ellie goulding,5a7NdkF09AfD0H607eiOkX,On My Mind,9,3601215,22,69.9,0.669,2,-6.682,0.0511,0.299,0.00000326,0.0884,0.753,154.952,213445,4,GBUM71505456,0X2BH1fck6amBIoJhDVmmJ,06.11.2015,513,3272617,33ca19f4-18c8-4411-98df-ac23890ce9f5,0,1,3.272617,73.2857142857143
the weeknd,5aAx2yezTd8zXrkmtKl66Z,Starboy,2,9678495,14,68.1,0.594,7,-7.028,0.282,0.165,0.00000349,0.134,0.51,186.054,230453,4,USUG11600976,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,18.2857142857143
seth macfarlane,5BYz6McvNTXD60vRFLkIMw,"Baby, It's Cold Outside",165,763397,1,36.7,0.463,8,-7.109,0.0572,0.752,0,0.0819,0.563,178.954,178720,3,USUM71412736,79D4dipwR6scV8AN3dm7gW,26.09.2014,919,20910,e7d458f6-e006-4d83-ba86-bf7d4d8985b0,US,1,0.02091,131.285714285714
tory lanez,5CYRfPViGWqsLoypm1bX4u,LA Confidential,143,889077,3,58,0.657,6,-6.633,0.0571,0.00975,0,0.556,0.352,156.996,174093,4,USUM71600254,2jku7tDXc6XoB6MO2hFuqg,29.01.2016,429,491122,5b8ec72b-9e39-4a06-a2bf-964166b92a71,CA,1,0.491122,61.2857142857143
post malone,5DLTuH4A5VZB2HKpqHQR6t,Patient,165,1269331,1,49.7,0.654,5,-6.224,0.324,0.576,0,0.128,0.55,89.92,194333,4,USUM71614477,246dkjvS1zLTtiykXe5h60,09.12.2016,114,629615,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,0,1,0.629615,16.2857142857143
carly rae jepsen,5e0vgBWfwToyphURwynSXa,Run Away With Me,102,947284,7,56.3,0.709,1,-5.466,0.0469,0.0116,0.000182,0.0694,0.242,119.033,251319,4,USUM71507009,6sFIWsNpZYqfjUpaCgueju,10.07.2015,632,1871138,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,CA,1,1.871138,90.2857142857143
alessia cara,5EbX5xL3O2xT8FxCpYzgUO,How Far I'll Go - From \Moana\,20,3611973,11,31.5,0.563,9,-9.671,0.354,0.173,0.000242,0.0673,0.151,179.484,175517,4,USWD11677601,2wUjUUtkb5lvLKcGKsKqsR,02.12.2016,121,1010465,97e69730-3791-423b-9770-287261588854,CA,1,1.010465,17.2857142857143
dj mustard,5Eg6N02CTSSbdthjVc7wLA,Don't Hurt Me,135,1122581,11,54,0.468,8,-10.53,0.445,0.106,0,0.0851,0.519,189.786,192995,4,QMJMT1600922,0YinUQ50QDB7ZxSCLyQ40k,01.07.2016,275,139724,0612bcce-e351-40be-b3d7-2bb5e1c23479,US,1,0.139724,39.2857142857143
tim mcgraw,5FIb3CWPjub8C5Yu2IxzTj,Diamond Rings And Old Barstools,194,521998,1,54.3,0.499,5,-6.27,0.0256,0.401,0.000101,0.125,0.344,71.038,197227,1,USCJY1418291,6roFdX1y5BYSbp60OTJWMd,21.09.2014,924,829365,7e5cfc9a-e9e1-46f1-b81a-861b12049488,US,1,0.829365,132
aminé,5GFDrUTLGJix84sNhjCG0g,Caroline,6,5589557,29,94.5,0.394,10,-8.571,0.492,0.303,0,0.131,0.718,120.058,209747,4,USCGH1697037,3Gm5F95VdRxW3mqCn8RPBJ,09.03.2016,389,99312,12398bf3-1b99-47b7-930c-f3956773f35a,0,1,0.099312,55.5714285714286
the weeknd,5hmO72DpMfddRFBbVdPoEX,As You Are,46,1791560,4,35.4,0.33,0,-9.835,0.0526,0.145,0.00604,0.273,0.0521,173.664,340493,4,USUG11500927,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418981,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418981,83.2857142857143
the weeknd,5HR4CYT5nPpFy8m9wJQgrr,Rockin’,8,5804611,9,73.7,0.881,9,-5.567,0.227,0.0123,0,0.0806,0.764,112.992,232880,4,USUG11600999,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418981,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418981,18.2857142857143
andy williams,5hslUAKq9I9CG2bAulFkHN,It's the Most Wonderful Time of the Year,67,1763760,10,24,0.598,7,-8.435,0.037,0.766,0,0.117,0.755,202.082,151933,3,USSM16300086,4sj6D0zlMOl25nprDJBiU9,24.11.1998,1000,68109,57cb4257-9855-4a42-b1be-bfba1d9b520d,US,1,0.068109,142.857142857143
alessia cara,5hYTyyh2odQKphUbMqc5gN,How Far I'll Go - From \Moana\,34,3539801,5,31.4,0.555,9,-9.601,0.37,0.157,0.000108,0.067,0.156,179.666,175517,4,USWD11677601,2wUjUUtkb5lvLKcGKsKqsR,02.12.2016,121,1010465,97e69730-3791-423b-9770-287261588854,CA,1,1.010465,17.2857142857143
fetty wap,5iNRPN7oYQvdB9AmeSW6d3,Trap Queen,8,3461522,2,74.6,0.873,7,-3.803,0.128,0.0244,0,0.354,0.808,148.075,222093,4,QM7XC1400004,6PXS4YHDkKvl1wkIl4V8DL,25.09.2015,555,2023211,e3492ea0-5997-4241-a7bf-2fd7fb1bfad1,US,1,2.023211,79.2857142857143
david bowie,5j6ZZwA9BnxZi5Bk0Ng4jB,Heroes - 1999 Remastered Version,74,1150820,1,47.8,0.774,7,-6.977,0.0292,0.000265,0.585,0.191,0.418,112.577,370373,4,USJT19900130,0oSGxfWSnnOXhD2fKuz2Gy,20.09.1999,1000,1719089,5441c29d-3602-4898-b1a1-b77fa23b8e50,GB,1,1.719089,142.857142857143
panic! at the disco,5j9yOfRB2s6OMS1YwwYiMw,Impossible Year,128,889185,1,17.4,0.337,10,-8.767,0.0313,0.474,0.000294,0.11,0.0773,85.574,202547,3,USAT21503702,20JZFwl6HVl6yg8a4H3ZqK,15.01.2016,443,2295259,b9472588-93f3-4922-a1a2-74082cdf9ce8,US,1,2.295259,63.2857142857143
cole swindell,5jc9qLH1djdgTj0oVwhpk6,You Should Be Here,199,778043,1,48.9,0.641,7,-4.455,0.0282,0.0592,0,0.0857,0.301,136.095,190173,4,USWB11514987,1mfDfLsMxYcOOZkzBxvSVW,14.12.2015,475,221497,365247e5-db90-4d0e-bf2c-ca18b54fcab9,US,1,0.221497,67.8571428571429
justin bieber,5JcxAgRw2S3hb67AA8Vk13,Mark My Words,9,3828275,12,38.3,0.256,0,-8.572,0.0332,0.88,0.00000269,0.169,0.501,114.188,134347,4,USUM71516757,1uNFoZAHBGtllmzznpCI3s,13.11.2015,506,8714118,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,1,8.714118,72.2857142857143
lana del rey,5jqNQZBwbZWQXPWfo0ygZF,Art Deco,193,611699,1,28.2,0.466,11,-11.084,0.0495,0.525,0.264,0.112,0.0584,149.223,295067,5,GBUM71503925,00FQb4jTyendYWaN8pK0wa,18.09.2015,562,4800334,b7539c32-53e7-4908-bda3-81449c367da6,US,1,4.800334,80.2857142857143
mariah carey,5KdPyhcsQ5PvkvPBq6lLti,All I Want For Christmas Is You - Original Version,27,2307265,3,33.8,0.614,7,-7.451,0.0383,0.171,0,0.0713,0.321,150.262,240559,4,USSM19400325,4iHNK0tOyZPYnBU7nGAgpQ,10.02.2010,1000,1216313,494e8d09-f85b-4543-892f-a5096aed1cd4,US,1,1.216313,142.857142857143
lukas graham,5kqIPrATaCc2LqxVWzQGbk,7 Years,8,5284910,42,76.5,0.473,10,-5.829,0.0514,0.287,0,0.391,0.343,119.992,237300,4,USWB11506516,25u4wHJWxCA9vO0CzxAbK7,23.10.2015,527,783810,124cec07-44f1-4a99-9aaa-96a5bb9ec0bd,DK,1,0.78381,75.2857142857143
carly rae jepsen,5Le53o059IK69kyJSdeasr,Run Away With Me,171,571277,1,34.1,0.72,1,-5.482,0.0682,0.0107,0.000108,0.055,0.237,125.71,251319,4,USUM71507009,6sFIWsNpZYqfjUpaCgueju,10.07.2015,632,1871138,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,CA,1,1.871138,90.2857142857143
kings of leon,5LlsD7LdSMkGV4Iu0a2Zq0,Waste A Moment,131,1075411,1,43.6,0.85,2,-4.86,0.0617,0.000861,0.74,0.128,0.514,152.644,183093,4,USRC11601471,2qk9voo8llSGYcZ6xrBzKx,09.09.2016,205,1838922,6ffb8ea9-2370-44d8-b678-e9237bbd347b,US,1,1.838922,29.2857142857143
maroon 5,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,8,4883208,22,78.3,0.623,7,-6.126,0.08,0.338,0,0.0975,0.447,100.048,214480,4,USUM71609975,04gDigrS5kc9YWfZHwBETP,12.10.2016,172,7700813,0ab49580-c84f-44d4-875f-d83760ea2cfe,US,1,7.700813,24.5714285714286
logic,5mJbSgVBnJ4ayOjFdmyOdl,City Of Stars,132,851816,1,47.6,0.874,0,-5.809,0.136,0.123,0.0163,0.234,0.606,91.043,376640,4,USUM71516279,4xRYI6VqpkE3UwrDrAZL8L,13.11.2015,506,941271,713e751f-3ddb-4b77-b3b1-9e6f2e953ad5,US,1,0.941271,72.2857142857143
sam smith,5Nbe9vDQ1YJdreVIlhZEpP,Lay Me Down,103,748893,12,46.3,0.198,4,-11.003,0.0387,0.915,0,0.106,0.368,123.63,219663,4,GBUM71500850,2wY79sveU1sp5g7SokKOiI,06.11.2015,513,3097876,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,GB,1,3.097876,73.2857142857143
katy perry,5ndfVSDyPq90jaIUhNPeby,Chained To The Rhythm,10,5237130,5,44.6,0.793,0,-5.365,0.156,0.089,0,0.211,0.464,189.891,237915,4,USUM71700560,6jJ0s89eD6GaHleKKya26X,10.02.2017,51,5527651,122d63fc-8671-43e4-9752-34e846d62a9c,US,1,5.527651,7.28571428571429
fetty wap,5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),2,5295548,72,61.8,0.717,7,-5.738,0.318,0.00256,0,0.625,0.601,190.05,196693,4,QMCE31500250,6PXS4YHDkKvl1wkIl4V8DL,29.06.2015,643,2023211,e3492ea0-5997-4241-a7bf-2fd7fb1bfad1,US,1,2.023211,91.8571428571429
adele,5O6yk6U8L3rTbFsIwuqe8H,Turning Tables,150,702830,2,30.5,0.452,0,-6.077,0.0293,0.952,0.0000168,0.129,0.21,79.83,250133,4,GBBKS1000346,4dpARuHxo51G3z768sgnrY,28.02.2011,1000,6023387,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,GB,1,6.023387,142.857142857143
sia,5ocP1cIe1dOc9A0q1MDNl2,Bird Set Free,187,606634,1,44.2,0.804,5,-4.284,0.0685,0.0121,0.000738,0.133,0.319,150.145,252813,4,USRC11502852,5WUlDfRSoLAfcVSX1WnrxN,04.11.2015,515,3462835,2f548675-008d-4332-876c-108b0c7ab9c5,AU,1,3.462835,73.5714285714286
